cast,crew,date,playwright,playwright_formatted,playwright_formatted_long,run,season,title,type,venue,year_title
Theo James/,NA,2007-10-13,null,Playwright Unknown,Playwright Unknown,13 October 2007,In House,The Slippery SoapboxSpot Banded Skat,show,New Theatre,2007-08
Sam  Morris/Adam Wood/Ben Bloom/Holly Preston/Polly Keane/Charlie Eccleshare/,Charlie Brafman/Daniel Xavier Vizer/,2008-04-23,Ben Brafman and Charlie Brafman,by Ben Brafman and Charlie Brafman,by Ben Brafman and Charlie Brafman,23-26 April 2008,In House,The Third Condiment,show,New Theatre,2007-08
NA,NA,2008-02-06,Ali Blackwell,by Ali Blackwell,by Ali Blackwell,6-9 February 2008,External,TwinSS,show,New Theatre,2007-08
NA,Nick Moran/,2007-11-07,Nick Moran,by Nick Moran,by Nick Moran,7-10 November 2007,In House,Under the Blacklight,show,New Theatre,2007-08
NA,Tom Warren/,2008-04-23,Tom Warren,by Tom Warren,by Tom Warren,23-26 April 2008,In House,Under the Impression,show,New Theatre,2007-08
NA,NA,2009-02-19,null,Playwright Unknown,Playwright Unknown,19-21 February 2009,Fundraiser,A Bunch Of Talentless Wannabe's,show,New Theatre,2008-09
NA,Fu Baxter/Yichen Wu/Emma Rutherford/,2008-10-26,Anthony Burgess,by Anthony Burgess,by Anthony Burgess,26 October-1 November 2008,In House,A Clockwork Orange,show,New Theatre,2008-09
Nick Medhurst/,Andy McNamee/Matt Leventhall/,2008-12-09,Dario Fo,by Dario Fo,by Dario Fo,9-14 December 2008,In House,Accidental Death of an Anarchist,show,New Theatre,2008-09
NA,Cal Lewis/Jackie Lee/,NA,null,Devised by Cal Lewis,Devised by Cal Lewis,2008-09 (Dates Unknown),In House,Crossing the Rubicon,show,New Theatre,2008-09
Liz Stevenson/David Edgercoomb/Lucy Butler/,NA,2009-02-25,Alan Bennett,by Alan Bennett,by Alan Bennett,25-28 February 2009,In House,Habeas Corpus,show,New Theatre,2008-09
David Netherton/Douggie McMeekin/Victoria Auckland/Christey Nethercott/,James Lewis/,2008-12-03,John Osborne,by John Osborne,by John Osborne,3-6 December 2008,In House,Look Back in Anger,show,New Theatre,2008-09
NA,NA,NA,Mary Zimmermann,by Mary Zimmermann,by Mary Zimmermann,2008-09 (Dates Unknown),In House,Metamorphoses,show,New Theatre,2008-09
Rose Eccleshare/,Adam Wood/Lauren Knight/,2008-11-26,Adam Wood,by Adam Wood,by Adam Wood,26-29 November 2008,In House,Nature's Pretenders,show,New Theatre,2008-09
Anna Sheriff/Lizzie Bourne/Lucy Butler/RJ/Harry Anton/Rosie Tressler/Laura Whittaker/Katie Sawhill/,Elle O'Rorke/Kate Scott/Philip Geller/Bora Hunja/Elle O'Rorke/Nathan Peart/,2008-11-05,Elle O'Rorke,by Elle O'Rorke,by Elle O'Rorke,5-8 November 2008,In House,Nowhere Warm,show,New Theatre,2008-09
Elle O'Rorke/Ben Cave/Lee Denny/Fran Rylands/Theo James/,Lizzie Bourne/Nicci Samuels/Matt Leventhall/Emily O'Dwyer/,2009-06-10,William Shakespeare,by William Shakespeare,by William Shakespeare,10-13 June 2009,In House,Romeo and Juliet,show,New Theatre,2008-09
NA,Rebecca Catlin/,2009-05-13,Mark Ravenhill,by Mark Ravenhill,by Mark Ravenhill,13-16 May 2009,In House,Shoot/Get Treasure/Repeat,show,New Theatre,2008-09
NA,NA,2009-06-03,Luigi Pirandello,by Luigi Pirandello,by Luigi Pirandello,3-6 June 2009,Postgrads,Six Characters in Search of an Author,show,New Theatre,2008-09
Tom Warren/Johnny Steer/Will Vickers/,Anthony Lau/Libby Galvin/Matt Leventhall/Angus MacRae/Charlie Morrow/,2009-03-04,Frank McGuiness,by Frank McGuiness,by Frank McGuiness,4-7 March 2009,In House,Someone Who'll Watch Over Me,show,New Theatre,2008-09
Lucy Preston/Alex MacGillvray/Topher Collins/,Michael Moore/,2009-03-17,Aristophanes,by Aristophanes,by Aristophanes; Adapted by Michael Moore,17-20 March 2009,In House,The Clouds,show,New Theatre,2008-09
Cem Aytacli/,Paul Cadiou/Nick Rowell/,2009-04-22,Francis Veher,by Francis Veher,by Francis Veher,22-25 April 2009,In House,The Dinner Game (Le Diner de Cons),show,New Theatre,2008-09
NA,Andy McNamee/Matt Leventhall/,2009-05-30,Harold Pinter,by Harold Pinter,by Harold Pinter,30-30 May 2009,In House,The Dumb Waiter,show,New Theatre,2008-09
Sam Greville-Smith/Natalie Barclay/,Sophia Charalambous/,NA,Sophia Charalambous,by Sophia Charalambous,by Sophia Charalambous,2008-09 (Dates Unknown),In House,The Fairground Years,show,New Theatre,2008-09
Tom Warren/Chloe Keedy/Georgia Goldsack/,Anthony Lau/Angus MacRae/Matt Leventhall/James Herbert/Alice Vincent/Alice Vincent/,2008-11-19,Edgar Allen Poe,by Edgar Allen Poe,by Edgar Allen Poe; Adapted by Steven Berkoff,19-22 November 2008,In House,The Fall of the House of Usher,show,New Theatre,2008-09
Lara Money/Laura Free/Emma Rutherford/Tom Burke/Hugh Williams/Sam Greville-Smith/,NA,2009-03-11,Joanna Murray-Smith,by Joanna Murray-Smith,by Joanna Murray-Smith,11-14 March 2009,In House,The Female of the Species,show,New Theatre,2008-09
Nick Medhurst/John Franklin/Ollie Silver/Adam Wood/Chloe Keedy/Peter Cary/Charlotte Wright/Max Benenson/,Andy McNamee/Jess Conway/Matt Leventhall/Philip Geller/John Beer/Johnny Steer/Jacqu Pretorius/Liz Stevenson/Natalie Bull/Amy Rushton/Angus MacRae/,2009-04-29,Martin McDonagh,by Martin McDonagh,by Martin McDonagh,29 April-2 May 2009,In House,The Pillowman,show,New Theatre,2008-09
NA,Daniel Sonabend/,2009-05-06,Daniel Sonabend,by Daniel Sonabend,by Daniel Sonabend,6-9 May 2009,In House,The Sieve Never Leaks,show,New Theatre,2008-09
Will Vickers/Sophie Burgess/Tom Warren/,Andy McNamee/Matt Leventhall/,2009-08-06,Andy McNamee,by Andy McNamee,by Andy McNamee,6-31 August 2009,Edinburgh,Warehouse 364,show,C cubed,2008-09
NA,Johnny Steer/Renske Nina Vos/Charlotte Bailey/Dan Dumoulin/Amy Rushton/Cristina von Essen/Cristina von Essen/,2008-11-12,Joe Orton,by Joe Orton,by Joe Orton,12-15 November 2008,In House,What the Butler Saw,show,New Theatre,2008-09
Lizzie Bourne/Douggie McMeekin/Adam Wood/,Andy McNamee/Jess Conway/Matt Leventhall/,2010-06-03,Harold Pinter,by Harold Pinter,by Harold Pinter,3-4 June 2010,External,Betrayal,show,New Theatre,2009-10
Flo Hapgood/Hugh Williams/Hannah Dale/Ramani Rajaratnam/Max Grant/Sophia Stanley/Holly/,Lawrence Bolton/unknown/Emma Rutherford/,2009-11-04,Noël Coward,by Noël Coward,by Noël Coward,4-7 November 2009,In House,Blithe Spirit,show,New Theatre,2009-10
NA,NA,2010-02-09,null,Playwright Unknown,Playwright Unknown,9 February 2010,External,Bombay Bicycle Club,show,New Theatre,2009-10
Ollie Silver/Angus MacRae/Stephen Irvine/Jamie Munro/Rosie Tressler/Kristen McGachey/Polly Keane/Emma Begg/James Lovell/,Gus Miller/Anna Morley/Amy Rushton/Tim Watkins/Lawrence Bolton/Bora Hunja/Gabriella DeMatteis/,2009-10-21,Howard Korder,by Howard Korder,by Howard Korder,21-24 October 2009,In House,Boy's Life,show,New Theatre,2009-10
Nick Hughes/Jamie Munro/Hugh Critchley/Elsa Harriskine/Rich Davis/Jessica Farrugia/Hugh Williams/,Zoe Sharp/Bora Hunja/Fu Baxter/Renske Nina Vos/Rowena Fox/Lawrence Bolton/,2010-03-03,Moira Buffini,by Moira Buffini,by Moira Buffini,3-6 March 2010,In House,Dinner,show,New Theatre,2009-10
NA,NA,NA,Bram Stoker,by Bram Stoker,by Bram Stoker; Adapted by Hamilton Deane,2009-10 (Dates Unknown),Postgrads,Dracula,show,New Theatre,2009-10
Tommo Fowler/Dan Rae-Scott/Stephanie Soh/James Lovell/Liz Stevens/Jonny Fitzpatrick/Bryony Blackler/,Cesar Teixeira/Kathryn Feavers/Lawrence Bolton/,2010-03-29,Cesar Texeira,by Cesar Texeira,by Cesar Texeira,29 March-1 April 2010,In House,Excess,show,New Theatre,2009-10
NA,Emma Rutherford/,2009-10-16,null,Various Writers,Various Writers,16-17 October 2009,In House,Freshers' Fringe,show,New Theatre,2009-10
Cem Aytacli/Lauren Grant/Florian Goebel/Will Vickers/Douggie McMeekin/Alanna Southgate/Oliver Margolis/Chloe Keedy/Topher Collins/Paul Whickman/Rose Eccleshare/Amy Rushton/Peter Cary/Conrad Cohen/Andrew Kennedy/Lucien Jack/,Hatty Preston/Libby Galvin/Philip Geller/Matt Leventhall/Angus MacRae/Emma Rutherford/,2009-11-25,Joshua Sobol,by Joshua Sobol,by Joshua Sobol,25-28 November 2009,In House,Ghetto,show,New Theatre,2009-10
James Lewis/Tom Walsh/Rupert Bradshaw/Ben Mellor/James Torrance/Dave Maggs/Adam H. Wells/Anna Wheatley/Jenni Herzberg/Amelia O'Shea/Grace Rowland/Mathilda Holland/,Dan Rae-Scott/Emily Adams/Nicci Samuels/,2009-12-08,William Shakespeare,by William Shakespeare,by William Shakespeare,8-11 December 2009,In House,Hamlet,show,New Theatre,2009-10
Ben Cave/Flo Hapgood/James Townsend/James McAndrew/Abi Byrne/Hannah Dale/Sophie Griffiths/Rhys Williamson/Amy Rushton/Tom Walsh/Emma Begg/Kristen McGachey/Matt Wilks/Elin Stenner-Matthews/,Conrad Cohen/Rachel Feeney/,2010-06-09,Ronnie Barker,by Ronnie Barker,by Ronnie Barker,9-12 June 2010,In House,His Lordship Entertains,show,New Theatre,2009-10
Lauren Grant/,Lizzie Bourne/Angus MacRae/,2010-08-06,null,Playwright Unknown,Playwright Unknown,6-21 August 2010,Edinburgh,Only One Wing,show,The Zoo,2009-10
Fran Rylands/Harry MacDonald/Lauren Grant/Claire Horn/Topher Collins/,Stephen Irvine/Lawrence Bolton/Kathryn Feavers/Rose Eccleshare/,2010-02-24,Thornton Wilder,by Thornton Wilder,by Thornton Wilder,24-27 February 2010,In House,Our Town,show,New Theatre,2009-10
Adam Wood/Sophie Sandham/Tim Watkins/Sam Pearce/George Bancroft-Livingston/Anna Sheriff/Liz Stevenson/Chris Walters/Rob Orme/Nell Charleston/Simon Peal/Elsa Harriskine/Laura Wishart/,Andy McNamee/Jess Conway/Matt Leventhall/Gus Miller/Charlotte Wright/Philip Geller/Matt Leventhall/James Herbert/Lucy Dove/Angus MacRae/Emily O'Dwyer/Philip Geller/Matt Leventhall/Vickie Vukelic/,2009-12-02,Eugène Ionesco,by Eugène Ionesco,by Eugène Ionesco,2-5 December 2009,In House,Rhinoceros,show,New Theatre,2009-10
Chris Walters/Ben Mellor/,Liz Stevenson/Rose Williams/Philip Geller/Bora Hunja/,2010-03-17,Jim Cartwright,by Jim Cartwright,by Jim Cartwright,17-20 March 2010,In House,Road,show,New Theatre,2009-10
Emma Rutherford/,NA,2010-02-11,null,Playwright Unknown,Playwright Unknown,11-13 February 2010,External,Strictly Come Stars In Their Eyes On Ice,show,New Theatre,2009-10
Hassan Govia/Tom Burke/Amanda Chacksfield/Pete Allott/,Fu Baxter/Zoe Sharp/,2009-11-18,Euripides,by Euripides,by Euripides,18-21 November 2009,In House,The Bacchae,show,New Theatre,2009-10
Ben Cave/Lizzie Bourne/Meg Salter/,Rebecca Catlin/Sophia Levine/James Herbert/Philip Geller/Philip Geller/Matt Leventhall/,2009-10-28,Martin Crimp,by Martin Crimp,by Martin Crimp,28-31 October 2009,In House,The Country,show,New Theatre,2009-10
NA,NA,2010-05-19,Max Frisch,by Max Frisch,by Max Frisch,19-22 May 2010,Postgrads,The Fire Raisers,show,New Theatre,2009-10
Simon Foster/David Cornish/Natalie Barclay/Laura Kaye Thomson/Lucy Butler/Robert Jones/Fran Rylands/James Townsend/,Tommo Fowler/Nicci Samuels/Philip Geller/Emily O'Dwyer/Lottie Hiscox/Mark Loach/Cordelia Bradley/Tim Watkins/,2009-11-11,Oscar Wilde,by Oscar Wilde,by Oscar Wilde,11-14 November 2009,In House,The Importance of Being Earnest,show,New Theatre,2009-10
James Lewis/Dan Downes/Laura Kaye Thomson/Nell Charleston/,Stephen Irvine/Lauren Grant/Pete Allott/,2010-06-14,null,Playwright Unknown,Playwright Unknown,14-17 June 2010,External,The Last 5 Years,show,New Theatre,2009-10
Eleanor Charleston/Tim Watkins/Amelia O'Shea/Emma Rutherford/Lara Money/Jack Hughes/Stephanie Markham/Harriet Ryley/Tom Burke/Adam H. Wells/,Sophie Watson/Charlotte Wright/,2010-03-10,Timberlake Wertenbaker,by Timberlake Wertenbaker,by Timberlake Wertenbaker,10-13 March 2010,In House,The Love of the Nightingale,show,New Theatre,2009-10
James Lewis/Cem Aytacli/James Torrance/Neil Joseph/Rosie Tressler/Laura Wishart/Simon Peal/Simon Foster/David Cornish/George Bancroft-Livingston/Joshua Cohn-Burrows/Revilo Silogram/Jonathan Kogan/,Oliver Margolis/Ellie Buck/Matt Leventhall/Philip Geller/Nicci Samuels/Lawrence Bolton/Matt Leventhall/Jenny Mann/Kathryn Feavers/Kate Margolis/,2010-05-05,Tom Stoppard,by Tom Stoppard,by Tom Stoppard,5-8 May 2010,In House,The Real Inspector Hound,show,New Theatre,2009-10
Sam Pearce/Peter Cary/Amy Rushton/Jamie Munro/,Rebecca Catlin/,2010-08-06,Jenni Herzberg,by Jenni Herzberg,by Jenni Herzberg,6-21 August 2010,Edinburgh,The Retreat,show,The Zoo,2009-10
Hatty Preston/David Cornish/Lizzie Bourne/George Bancroft-Livingston/,Gus Miller/Anna Morley/Fran Rylands/Angus MacRae/Matt Leventhall/,2010-03-24,Neil Lapute,by Neil Lapute,by Neil Lapute,24-27 March 2010,In House,The Shape of Things,show,New Theatre,2009-10
Will Vickers/Meg Salter/,Andy McNamee/Jess Conway/Matt Leventhall/James Herbert/Philip Geller/Matt Leventhall/Angus MacRae/Tim Watkins/Philip Geller/,2010-05-12,Enda Walsh,by Enda Walsh,by Enda Walsh,12-15 May 2010,In House,The Small Things,show,New Theatre,2009-10
Adam Wood/Douggie McMeekin/Ollie Silver/Jenni Herzberg/Dave Maggs/,Rebecca Catlin/Liz Rose/James Herbert/Philip Geller/Philip Geller/Matt Leventhall/Nicci Samuels/,2010-02-17,Jez Butterworth,by Jez Butterworth,by Jez Butterworth,17-20 February 2010,In House,The Winterling,show,New Theatre,2009-10
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2010-11 (Dates Unknown),External,A Day In The Life,show,New Theatre,2010-11
Will Randall/Ben Williamson/Lee Shipman/Hugh Williams/Jacek Zmarz/Ajay Stevenson/Natalie Barclay/Lucy Dollman/Hollie Stoker/Claire Harley/,Nick Hughes/James Lovell/Lawrence Bolton/Emma-Louise Amanshia/Jess Courtney/Emily Zinkin/Roger Smissen/Peter Bradley/,2011-03-16,Arthur Miller,by Arthur Miller,by Arthur Miller,16-19 March 2011,In House,A View From The Bridge,show,New Theatre,2010-11
Chris Walters/Flo Hapgood/,Gus Miller/Adna Duherich/Philip Geller/Angus MacRae/Peter Bradley/Jess Courtney/Emma-Louise Amanshia/Aneira Pugh/Emily Heaton/,2011-03-02,Dennis Kelly,by Dennis Kelly,by Dennis Kelly,2-5 March 2011,In House,After the End,show,New Theatre,2010-11
Dan Rae-Scott/Lauren Grant/Adam H. Wells/Jonny Fitzpatrick/James Lovell/Rose Eccleshare/Sam Hayward/Nell Charleston/Topher Collins/Grace Rowland/Henry Blanchard/Emily Zinkin/,Tim Watkins/Kathryn Feavers/Matt Leventhall/Philip Geller/Ellie Badger/Rose Williams/Francesca Andrews/Ed Denham/,2010-11-24,Tom Stoppard,by Tom Stoppard,by Tom Stoppard,24-27 November 2010,In House,Arcadia,show,New Theatre,2010-11
Will Randall/Rose Eccleshare/Ellie Cawthorne/George Bancroft-Livingston/Meg Salter/Rose Williams/Francesca Andrews/Max Benenson/Tim Watkins/,Liz Stevenson/Liz Rose/,2011-08-03,Rose Williams,by Rose Williams,by Rose Williams,3-29 August 2011,Edinburgh,Beef,show,C soco,2010-11
Cem Aytacli/Alanna Southgate/James Lainchbury/Hugh Williams/Rosanna Stoker/Lucy Bromilow/,Rebecca Catlin/Liz Rose/James Herbert/Philip Geller/Dan Rae-Scott/,2010-11-17,Simon Stephens,by Simon Stephens,by Simon Stephens,17-20 November 2010,In House,Bluebird,show,New Theatre,2010-11
NA,NA,2011-05-28,null,Playwright Unknown,Playwright Unknown,28-28 May 2011,Fundraiser,Bright Ideas - An Evening of New Writing,show,New Theatre,2010-11
Greg Fahey/Liz Stevens/Conrad Cohen/Natalie Barclay/Robert Leventhall/Emily Davenport/William Warren/Abi Byrne/Pete Allott/,Dan Downes/Adna Duherich/,2010-11-03,Bertolt Brecht,by Bertolt Brecht,by Bertolt Brecht,3-6 November 2010,In House,Caucasian Chalk Circle,show,New Theatre,2010-11
Tom Walsh/Rebecca Catlin/Hannah Dale/Ben Cave/Laura Kaye Thomson/James McAndrew/,Adam H. Wells/,2011-08-03,Adam H. Wells,by Adam H. Wells,by Adam H. Wells,3-29 August 2011,Edinburgh,Chasing Dragons,show,C soco,2010-11
Christey Nethercott/James Bentley/Ellie Cawthorne/Henry Blanchard/,Charlotte Wright/Sophie Watson/,2011-03-09,Simon Vinnicombe,by Simon Vinnicombe,by Simon Vinnicombe,9-12 March 2011,In House,Cradle Me,show,New Theatre,2010-11
Conrad Cohen/Lauren Grant/Rupert Bradshaw/Laurence Jennings/Ed Gilbert/Grace Rowland/,Adam H. Wells/Kathryn Feavers/,2011-02-16,Adam H. Wells,by Adam H. Wells,by Adam H. Wells,16-19 February 2011,In House,Deus Vult,show,New Theatre,2010-11
NA,NA,2010-01-19,null,Playwright Unknown,Playwright Unknown,19-22 January 2010,Postgrads,En Vogue,show,New Theatre,2010-11
Laura Kaye Thomson/Katie Barry/James Bentley/Matt Miller/James McAndrew/Peter Cary/Christey Nethercott/Tegan Jolly/Jono Lake/Alex Hollingsworth/,Gus Miller/James Townsend/Fran Rylands/Conrad Cohen/Angus MacRae/Lawrence Bolton/James Herbert/Bora Hunja/Robert Leventhall/,2010-12-07,Terence Rattigan,by Terence Rattigan,by Terence Rattigan,7-10 December 2010,In House,Flare Path,show,New Theatre,2010-11
NA,NA,2010-10-15,null,Various Writers,Various Writers,15-16 October 2010,In House,Freshers' Fringe,show,New Theatre,2010-11
Flo Hapgood/Max Grant/Emma Begg/Matt Wilks/Sean Jones/Rachel Webb/Alix Hattenstone/,Charlotte Wright/Sophie Watson/,2010-10-20,Henrik Ibsen,by Henrik Ibsen,by Henrik Ibsen,20-23 October 2010,In House,Hedda Gabler,show,New Theatre,2010-11
Natalie Barclay/Ben Cave/Jess Courtney/Matt Cowen/David Edgcumbe/Freddie Garnett/Gus Miller/Liz Rose/Liz Stevenson/,NA,2011-06-03,null,Devised,Devised,3 June 2011,Fundraiser,Holy Matrimony!,show,New Theatre,2010-11
Sam Warren/Jonny Fitzpatrick/Sam Hayward/Sean Jones/,Matt Wilks/Elin Stenner-Matthews/,2011-06-08,Chris O'Connell,by Chris O'Connell,by Chris O'Connell,8-11 June 2011,In House,Hymns,show,New Theatre,2010-11
Ben Cave/Alex Hollingsworth/Elle O'Rorke/,George Bancroft-Livingston/James Saville/Matt Leventhall/Angus MacRae/,2010-11-10,Anthony Nielson,by Anthony Nielson,by Anthony Nielson,10-13 November 2010,In House,Normal,show,New Theatre,2010-11
James Lewis/Meg Salter/Douggie McMeekin/,Liz Stevenson/Rose Williams/Matt Leventhall/Philip Geller/Vanessa Charters/Philip Geller/Matt Leventhall/,2010-10-27,Dennis Kelly,by Dennis Kelly,by Dennis Kelly,27-30 October 2010,In House,Orphans,show,New Theatre,2010-11
Tim Watkins/Max Benenson/Freddie Garnett/Jack Hughes/Rosanna Stoker/Will Vickers/Francesca Andrews/Dan Rae-Scott/,Liz Stevenson/James Townsend/Philip Geller/Liz Rose/Robert Leventhall/Philip Geller/Matt Leventhall/Rose Williams/Suzie Roope/Kathryn Feavers/Holly Wicks/Liz Rose/Chris Walters/Aneira Pugh/,2011-05-11,Patrick Hamilton,by Patrick Hamilton,by Patrick Hamilton,11-14 May 2011,In House,Rope,show,New Theatre,2010-11
Ben Cave/Amy Rushton/,Rebecca Catlin/Liz Rose/James Herbert/,2011-03-23,Stephen Lowe,by Stephen Lowe,by Stephen Lowe,23-26 March 2011,In House,Smile,show,New Theatre,2010-11
NA,NA,2011-02-08,null,Playwright Unknown,Playwright Unknown,8-10 February 2011,External,Strictly Come Stars In Their Eyes On Ice - The Ultimate Spoof,show,New Theatre,2010-11
Lawrence Bolton/Phil Damms/Phoebe Fairbrother/Sarah Head/Claire Horn/Tegan Jolly/Kristen McGachey/Dave Porter/Andy Routledge/Fran Rylands/Sophia Stanley/Weston Twardowski/,Cesar Teixeira/Bryony Blackler/,2011-05-04,Moises Kaufman and the members of Tectonic Theatre Project,by Moises Kaufman and the members of Tectonic Theatre Project,by Moises Kaufman and the members of Tectonic Theatre Project,4-7 May 2011,In House,The Laramie Project,show,New Theatre,2010-11
Cressida McGill/Douggie McMeekin/Oliver Margolis/Tom Walsh/,George Bancroft-Livingston/James Saville/Matt Leventhall/Elle O'Rorke/,2011-03-30,Martin McDonagh,by Martin McDonagh,by Martin McDonagh,30 March-1 April 2011,In House,The Lonesome West,show,New Theatre,2010-11
Weston Twardowski/Simon Peal/Katrina Holloway/Tom Walsh/Fran Rylands/Ben Williamson/Nick Hughes/,Chris Walters/Bora Hunja/Fran Rylands/Matthew Llewellyn/Robert Leventhall/Jenny Mann/Bryony Blackler/,2010-12-01,Phyllis Nagy,by Phyllis Nagy,by Phyllis Nagy,1-4 December 2010,In House,The Talented Mr Ripley,show,New Theatre,2010-11
Lucy Bromilow/Meg Salter/,Sophie Reynolds/Nick Rowell/,2011-02-23,Chloe Moss,by Chloe Moss,by Chloe Moss,23-26 February 2011,In House,This Wide Night,show,New Theatre,2010-11
NA,NA,2011-03-02,Eve Ensler,by Eve Ensler,by Eve Ensler,2-3 March 2011,External,VDAY 2011 - Any One Of UsWords From Prison,show,The Den,2010-11
Will Randall/Lucy Bromilow/Eoin Buckley/Cressida McGill/Chris Walters/Alastair Mavor/Meg Salter/Ben Williamson/Chris Read/Lyle Fulton/Carl Alexander/Dave Porter/Dan Hatfield/Greg Link/Rosie Tressler/Laura Cremona/Katrina Holloway/Annelies Baneke/Emily Sendall/Jenny Lake/,Gus Miller/Adna Duherich/Angus MacRae/Laura Kaye Thomson/Sophie Tebbutt/Francesca Andrews/Fran Rylands/Chloe Bridgen/,2011-12-07,William Shakespeare,by William Shakespeare,by William Shakespeare,7-10 December 2011,In House,A Midsummer Night's Dream,show,New Theatre,2011-12
Emma Dearden/Alex Mawby/Verity Spencer/Jacob Hayes/Emily Brady/,Charlie Sassienie/Matt Miller/Hannah Pupkewitz/,2011-10-26,Mike Leigh,by Mike Leigh,by Mike Leigh,26-29 October 2011,In House,Abigail's Party,show,New Theatre,2011-12
NA,Eve Wersocki-Morris/Joseph Heil/Joseph Heil/,2012-06-11,Eve Wersocki-Morris,by Eve Wersocki-Morris,by Eve Wersocki-Morris,11-12 June 2012,UNCUT,Accidental Loss of a Baby,show,Trent/Performing Arts Studio,2011-12
Ajay Stevenson/Jess Courtney/Alice Hildreth/Jono Lake/Lizzie Frainier/,Dave Porter/Lawrence Bolton/Emma-Louise Amanshia/Joseph Heil/Joseph Heil/Tessa Denney/,2012-02-22,Arthur Miller,by Arthur Miller,by Arthur Miller,22-25 February 2012,In House,All My Sons,show,New Theatre,2011-12
Emma McDonald/Ajay Stevenson/,Dave Porter/,2012-05-14,Sophocles,by Sophocles,by Sophocles,14-15 May 2012,UNCUT,Antigone,show,The Three Wheatsheaves,2011-12
NA,NA,2012-02-11,null,Playwright Unknown,Playwright Unknown,11 February 2012,External,Anything to Declare?,show,New Theatre,2011-12
Georgina Norie/Sophie Holmes/Sarah Head/Lydia Scott/Zoe Moulton/Mary-Rose Clark/,Emily Heaton/Sophie Hiscock/Dasha Karzunina/Eloise Hyde/Emma-Louise Amanshia/Emma McDonald/,2011-10-26,Amanda Whittington,by Amanda Whittington,by Amanda Whittington,26-29 October 2011,In House,Be My Baby,show,New Theatre,2011-12
Matt Miller/George Holder/Laura Gallop/Emma Clark/,Alex Mawby/,2012-02-05,Alex Mawby,by Alex Mawby,by Alex Mawby,5-7 February 2012,UNCUT,Becoming A Jackal,show,Trent/Performing Arts Studio,2011-12
James Townsend/Conrad Cohen/Nick Jeffrey/Jono Lake/Amy Brough-Aikin/Flo Hapgood/Suzie Roope/Ellie Cawthorne/,James McAndrew/Nick Stevenson/Chris Walters/Grace Lowe/Jess Courtney/Elin Stenner-Matthews/Chelsea Jayne Wright/Bora Hunja/Lawrence Bolton/Emily Heaton/,2011-11-30,Jim Cartwright,by Jim Cartwright,by Jim Cartwright,30 November-3 December 2011,In House,Bed,show,New Theatre,2011-12
James Townsend/Conrad Cohen/Nick Jeffrey/Jono Lake/Amy Brough-Aikin/Flo Hapgood/Suzie Roope/Ellie Cawthorne/,James McAndrew/Nick Stevenson/Chris Walters/Grace Lowe/Jess Courtney/Philip Geller/Elin Stenner-Matthews/Chelsea Jayne Wright/Bora Hunja/Matt Leventhall/Chelsea Jayne Wright/Gareth Morris/Nick Stevenson/Emily Heaton/,2012-05-02,Jim Cartwright,by Jim Cartwright,by Jim Cartwright,2-5 May 2012,Lakeside,Bed,show,Djanogly Theatre,2011-12
Topher Collins/,NA,2012-06-05,Peter Cary,by Peter Cary,by Peter Cary,5-8 June 2012,External,Caddy Come Home,show,New Theatre,2011-12
Will Randall/Laurence Jennings/Freddie Garnett/Hugh Williams/James Bentley/Gus Miller/Suzie Roope/Emma Dearden/Rosie Tressler/Lara Tysseling/,James McAndrew/Nick Stevenson/Chelsea Jayne Wright/Chelsea Jayne Wright/Gareth Morris/Bora Hunja/Will Pimblett/Emily Heaton/,2012-06-13,Brandon Thomas,by Brandon Thomas,by Brandon Thomas,13-16 June 2012,In House,Charley's Aunt,show,New Theatre,2011-12
NA,NA,2012-02-12,null,Playwright Unknown,Playwright Unknown,12-13 February 2012,UNCUT,Children Of The Underworld,show,Open Air/University Park Campus,2011-12
Sam Hayward/Rosanna Stoker/Genevieve Cunnell/Ollie Silver/,Matt Wilks/Elin Stenner-Matthews/Roger Smissen/Will Pimblett/Tessa Denney/Joseph Heil/Alex Harverson/Chris Walters/Nicola Fox/,2012-03-27,Patrick Marber,by Patrick Marber,by Patrick Marber,27-30 March 2012,In House,Closer,show,New Theatre,2011-12
Tom Barnes/William Andrew/Danielle Wright/Nick Slater/Rosie Cave/Hugh Chichester/Alice Turnbull/Jonny Fitzpatrick/Adna Duherich/Lawrence Court/Verity Spencer/Tony Strain/,Becky Roberts/,2011-12-11,Becky Roberts,by Becky Roberts,by Becky Roberts,11-12 December 2011,UNCUT,Disastrous Dates,show,The Den,2011-12
Alex Mawby/Georgina Norie/Richard Hill/Laura Gallop/Alice Noone/Chris Read/,Tom Barnes/Emily Davenport/Dan Turek/Lydia Scott/Lawrence Bolton/Tom Walsh/Jess Courtney/Alex Jamieson/Will Pimblett/Jenny Kohnhorst/Sam Wilcock/,2012-03-07,Mark Ravenhill,by Mark Ravenhill,by Mark Ravenhill,7-10 March 2012,In House,Faust is Dead,show,New Theatre,2011-12
NA,NA,2011-10-20,null,Various Writers,Various Writers,20-22 October 2011,In House,Freshers' Fringe,show,New Theatre,2011-12
